OrderID,OrderDate,ProductID,CustomerName,QuantityOrdered,PriceEach,Sales
10195,2003-11-25,S18_2319,Mini Classics,35,100,3608.15
10207,2003-12-09,S18_2319,Diecast Collectables,43,100,5752.54
10229,2004-03-11,S18_2319,Mini Gifts Distributors Ltd.,26,100,3765.32
10246,2004-05-05,S18_2319,Euro Shopping Channel,22,98.18,2159.96
10259,2004-06-15,S18_2319,Handji Gifts& Co,34,99.41,3379.94
10271,2004-07-20,S18_2319,Mini Gifts Distributors Ltd.,50,100,5093.5
10281,2004-08-19,S18_2319,Diecast Classics Inc.,48,100,5773.44
10292,2004-09-08,S18_2319,Land of Toys Inc.,41,100,4528.86
10305,2004-10-13,S18_2319,Marta's Replicas Co.,36,100,4816.08
10313,2004-10-22,S18_2319,Canadian Gift Exchange Network,29,100,3416.78
10324,2004-11-05,S18_2319,Vitachrome Inc.,33,37.48,1236.84
10334,2004-11-19,S18_2319,"Volvo Model Replicas, Co",46,100,5814.86
10349,2004-12-01,S18_2319,Muscle Machine Inc,38,100,5223.48
10358,2004-12-10,S18_2319,Euro Shopping Channel,20,36.42,728.4
10370,2005-01-20,S18_2319,"Anna's Decorations, Ltd",22,100,3949
10383,2005-02-22,S18_2319,Euro Shopping Channel,27,100,3843.99
10412,2005-05-03,S18_2319,Euro Shopping Channel,56,98.18,5498.08
10425,2005-05-31,S18_2319,La Rochelle Gifts,38,99.41,3777.58
10101,2003-01-09,S18_2325,"Blauer See Auto, Co.",25,100,3782
10110,2003-03-18,S18_2325,"AV Stores, Co.",33,100,3859.68
10124,2003-05-21,S18_2325,Signal Gift Stores,42,100,4431.84
10149,2003-09-12,S18_2325,Signal Collectibles Ltd.,33,100,4950.33
10162,2003-10-18,S18_2325,Corporate Gift Ideas Co.,38,100,4299.7
10173,2003-11-05,S18_2325,Rovelli Gifts,31,100,4492.83
10182,2003-11-12,S18_2325,Mini Gifts Distributors Ltd.,20,100,2212
10193,2003-11-21,S18_2325,"Australian Collectables, Ltd",44,100,4642.88
10204,2003-12-02,S18_2325,Muscle Machine Inc,26,100,3206.32
10214,2004-01-26,S18_2325,"Corrida Auto Replicas, Ltd",27,100,3604.23
10227,2004-03-02,S18_2325,"Saveley & Henriot, Co.",46,100,7017.76
10243,2004-04-26,S18_2325,Diecast Collectables,47,100,6154.18
10280,2004-08-17,S18_2325,Amica Models & Co.,37,100,4750.8
10288,2004-09-01,S18_2325,Handji Gifts& Co,31,100,3822.92
10304,2004-10-11,S18_2325,Auto Assoc. & Cie.,24,100,2440.8
10312,2004-10-21,S18_2325,Mini Gifts Distributors Ltd.,31,100,4729.36
10322,2004-11-04,S18_2325,Online Diecast Creations Co.,50,100,12536.5
10332,2004-11-17,S18_2325,"AV Stores, Co.",35,64.69,2264.15
10344,2004-11-25,S18_2325,Marseille Mini Autos,30,100,3928.2
10356,2004-12-09,S18_2325,Lyon Souveniers,29,100,3630.22
10367,2005-01-12,S18_2325,Toys4GrownUps.com,27,100,4196.07
10380,2005-02-16,S18_2325,Euro Shopping Channel,40,100,4931.6
10390,2005-03-04,S18_2325,Mini Gifts Distributors Ltd.,31,98.99,3068.69
10409,2005-04-23,S18_2325,Handji Gifts& Co,6,100,785.64
10420,2005-05-29,S18_2325,Souveniers And Things Co.,45,100,4977
10103,2003-01-29,S18_2432,Baane Mini Imports,22,54.09,1189.98
10114,2003-04-01,S18_2432,"La Corne D'abondance, Co.",45,68.67,3090.15
10126,2003-05-28,S18_2432,"Corrida Auto Replicas, Ltd",43,65.02,2795.86
10140,2003-07-24,S18_2432,Technics Stores Inc.,46,61.99,2851.54
10151,2003-09-21,S18_2432,"Oulu Toy Supplies, Inc.",39,69.28,2701.92
10165,2003-10-22,S18_2432,"Dragon Souveniers, Ltd.",31,71.1,2204.1
10175,2003-11-06,S18_2432,"Stylish Desk Decors, Co.",41,69.28,2840.48
10184,2003-11-14,S18_2432,"Iberia Gift Imports, Corp.",44,60.16,2647.04
10194,2003-11-25,S18_2432,"Saveley & Henriot, Co.",45,70.49,3172.05
10207,2003-12-09,S18_2432,Diecast Collectables,37,69.89,2585.93
10217,2004-02-04,S18_2432,Handji Gifts& Co,35,61.38,2148.3
10229,2004-03-11,S18_2432,Mini Gifts Distributors Ltd.,28,59.55,1667.4
10246,2004-05-05,S18_2432,Euro Shopping Channel,30,61.99,1859.7
10259,2004-06-15,S18_2432,Handji Gifts& Co,30,49.22,1476.6
10271,2004-07-20,S18_2432,Mini Gifts Distributors Ltd.,25,69.28,1732
10281,2004-08-19,S18_2432,Diecast Classics Inc.,29,57.73,1674.17
10291,2004-09-08,S18_2432,Scandinavian Gift Ideas,26,57.73,1500.98
10305,2004-10-13,S18_2432,Marta's Replicas Co.,41,53.48,2192.68
10313,2004-10-22,S18_2432,Canadian Gift Exchange Network,34,52.87,1797.58
10322,2004-11-04,S18_2432,Online Diecast Creations Co.,35,61.21,2142.35
10334,2004-11-19,S18_2432,"Volvo Model Replicas, Co",34,61.38,2086.92
10347,2004-11-29,S18_2432,"Australian Collectors, Co.",50,100,6834.5
10357,2004-12-10,S18_2432,Mini Gifts Distributors Ltd.,41,61.99,2541.59
10370,2005-01-20,S18_2432,"Anna's Decorations, Ltd",22,96.86,2130.92
10381,2005-02-17,S18_2432,Corporate Gift Ideas Co.,35,48.62,1701.7
10391,2005-03-09,S18_2432,"Anna's Decorations, Ltd",44,38.5,1694
10412,2005-05-03,S18_2432,Euro Shopping Channel,47,61.99,2913.53
10425,2005-05-31,S18_2432,La Rochelle Gifts,19,49.22,935.18
10106,2003-02-17,S18_2581,Rovelli Gifts,34,90.39,3073.26
10120,2003-04-29,S18_2581,"Australian Collectors, Co.",29,71.81,2082.49
10133,2003-06-27,S18_2581,Euro Shopping Channel,49,69.27,3394.23
10145,2003-08-25,S18_2581,Toys4GrownUps.com,30,85.32,2559.6
10168,2003-10-28,S18_2581,Technics Stores Inc.,21,70.96,1490.16
10210,2004-01-12,S18_2581,Osaka Souveniers Co.,50,76.88,3844
10223,2004-02-20,S18_2581,"Australian Collectors, Co.",47,100,4724.91
10235,2004-04-02,S18_2581,"Royal Canadian Collectables, Ltd.",24,76.03,1824.72
10250,2004-05-11,S18_2581,The Sharp Gifts Warehouse,27,98.84,2668.68
10263,2004-06-28,S18_2581,Gift Depot Inc.,33,86.17,2843.61
10275,2004-07-23,S18_2581,La Rochelle Gifts,35,90.39,3163.65
10284,2004-08-21,S18_2581,"Norway Gifts By Mail, Co.",31,71.81,2226.11
10297,2004-09-16,S18_2581,"Clover Collections, Co.",25,82.79,2069.75
10308,2004-10-15,S18_2581,Mini Classics,27,82.79,2235.33
10318,2004-11-02,S18_2581,Diecast Classics Inc.,31,100,3116.43
10327,2004-11-10,S18_2581,Danish Wholesale Imports,45,100,4781.7
10339,2004-11-23,S18_2581,"Tokyo Collectables, Ltd",27,100,2810.7
10353,2004-12-04,S18_2581,Gift Ideas Corp.,27,100,3515.67
10374,2005-02-02,S18_2581,"Australian Gift Network, Co",42,69.27,2909.34
10386,2005-03-01,S18_2581,Euro Shopping Channel,21,74.77,1570.17
10398,2005-03-30,S18_2581,Reims Collectables,34,76.88,2613.92
10401,2005-04-03,S18_2581,Tekni Collectables Inc.,42,76.03,3193.26
10416,2005-05-10,S18_2581,L'ordine Souveniers,15,98.84,1482.6
10107,2003-02-24,S18_2625,Land of Toys Inc.,29,70.87,2055.23
10120,2003-04-29,S18_2625,"Australian Collectors, Co.",46,58.15,2674.9
10134,2003-07-01,S18_2625,Lyon Souveniers,30,61.78,1853.4
10145,2003-08-25,S18_2625,Toys4GrownUps.com,30,49.67,1490.1
10159,2003-10-10,S18_2625,Corporate Gift Ideas Co.,42,51.48,2162.16
10168,2003-10-28,S18_2625,Technics Stores Inc.,46,61.18,2814.28
10180,2003-11-11,S18_2625,Daedalus Designs Imports,25,64.2,1605
10188,2003-11-18,S18_2625,Herkku Gifts,32,65.42,2093.44
10201,2003-12-01,S18_2625,Mini Wheels Co.,30,64.81,1944.3
10210,2004-01-12,S18_2625,Osaka Souveniers Co.,40,49.67,1986.8
10223,2004-02-20,S18_2625,"Australian Collectors, Co.",28,60.57,1695.96
10236,2004-04-03,S18_2625,Motor Mint Distributors Inc.,23,55.72,1281.56
10251,2004-05-18,S18_2625,Tekni Collectables Inc.,29,61.18,1774.22
10263,2004-06-28,S18_2625,Gift Depot Inc.,34,58.75,1997.5
10275,2004-07-23,S18_2625,La Rochelle Gifts,37,63.6,2353.2
10285,2004-08-27,S18_2625,Marta's Replicas Co.,20,49.06,981.2
10298,2004-09-27,S18_2625,Atelier graphique,32,48.46,1550.72
10308,2004-10-15,S18_2625,Mini Classics,34,52.09,1771.06
10318,2004-11-02,S18_2625,Diecast Classics Inc.,42,52.7,2213.4
10329,2004-11-15,S18_2625,Land of Toys Inc.,38,100,5266.04
10339,2004-11-23,S18_2625,"Tokyo Collectables, Ltd",30,62.16,1864.8
10362,2005-01-05,S18_2625,Technics Stores Inc.,23,49.67,1142.41
10374,2005-02-02,S18_2625,"Australian Gift Network, Co",22,53.3,1172.6
10389,2005-03-03,S18_2625,Scandinavian Gift Ideas,39,100,6981
10402,2005-04-07,S18_2625,Auto Canal Petit,55,55.72,3064.6
10417,2005-05-13,S18_2625,Euro Shopping Channel,36,61.18,2202.48
10101,2003-01-09,S18_2795,"Blauer See Auto, Co.",26,100,3773.38
10110,2003-03-18,S18_2795,"AV Stores, Co.",31,100,5074.39
10125,2003-05-21,S18_2795,"Australian Collectors, Co.",34,100,6483.46
10139,2003-07-16,S18_2795,Souveniers And Things Co.,41,100,7956.46
10149,2003-09-12,S18_2795,Signal Collectibles Ltd.,23,100,4230.62
10162,2003-10-18,S18_2795,Corporate Gift Ideas Co.,48,100,7209.12
10173,2003-11-05,S18_2795,Rovelli Gifts,22,100,3452.68
10182,2003-11-12,S18_2795,Mini Gifts Distributors Ltd.,21,100,3047.73
10193,2003-11-21,S18_2795,"Australian Collectables, Ltd",22,100,3675.32
10205,2003-12-03,S18_2795,Euro Shopping Channel,40,100,7492.4
10214,2004-01-26,S18_2795,"Corrida Auto Replicas, Ltd",50,100,9534.5
10227,2004-03-02,S18_2795,"Saveley & Henriot, Co.",29,100,5579.02
10244,2004-04-29,S18_2795,Euro Shopping Channel,43,100,5950.34
10255,2004-06-04,S18_2795,Mini Caravy,24,100,3726
10280,2004-08-17,S18_2795,Amica Models & Co.,22,100,4455
10289,2004-09-03,S18_2795,Herkku Gifts,43,100,8272.34
10304,2004-10-11,S18_2795,Auto Assoc. & Cie.,20,100,3577.6
10312,2004-10-21,S18_2795,Mini Gifts Distributors Ltd.,25,100,3881.25
10322,2004-11-04,S18_2795,Online Diecast Creations Co.,36,100,5797.44
10332,2004-11-17,S18_2795,"AV Stores, Co.",24,52.67,1264.08
10347,2004-11-29,S18_2795,"Australian Collectors, Co.",21,100,4815.3
10356,2004-12-09,S18_2795,Lyon Souveniers,30,100,4462.2
10367,2005-01-12,S18_2795,Toys4GrownUps.com,32,94.79,3033.28
10380,2005-02-16,S18_2795,Euro Shopping Channel,21,47.18,990.78
10390,2005-03-04,S18_2795,Mini Gifts Distributors Ltd.,26,78.11,2030.86
10421,2005-05-29,S18_2795,Mini Gifts Distributors Ltd.,35,100,5433.75
10109,2003-03-10,S18_2870,Motor Mint Distributors Inc.,26,100,3157.44
10123,2003-05-20,S18_2870,Atelier graphique,46,100,5161.2
10137,2003-07-10,S18_2870,Reims Collectables,37,100,4346.76
10148,2003-09-11,S18_2870,"Anna's Decorations, Ltd",27,100,3528.36
10161,2003-10-17,S18_2870,Heintze Collectables,23,100,3187.8
10172,2003-11-05,S18_2870,Gift Depot Inc.,39,100,6023.16
10181,2003-11-12,S18_2870,Herkku Gifts,27,100,3884.76
10192,2003-11-20,S18_2870,Online Diecast Creations Co.,38,100,4965.84
10204,2003-12-02,S18_2870,Muscle Machine Inc,27,100,4169.88
10212,2004-01-16,S18_2870,Euro Shopping Channel,40,100,4910.4
10226,2004-02-26,S18_2870,Collectable Mini Designs Co.,24,100,3231.36
10241,2004-04-13,S18_2870,Mini Caravy,44,100,6853.44
10253,2004-06-01,S18_2870,"UK Collectables, Ltd.",37,100,5177.04
10266,2004-07-06,S18_2870,L'ordine Souveniers,20,100,2824.8
10278,2004-08-06,S18_2870,Signal Gift Stores,39,100,4324.32
10287,2004-08-30,S18_2870,"Vida Sport, Ltd",44,100,5052.96
10301,2003-10-05,S18_2870,"Norway Gifts By Mail, Co.",22,100,3223.44
10311,2004-10-16,S18_2870,Euro Shopping Channel,43,100,5278.68
10321,2004-11-04,S18_2870,FunGiftIdeas.com,27,100,2851.2
10331,2004-11-17,S18_2870,Motor Mint Distributors Inc.,26,64.9,1687.4
10343,2004-11-24,S18_2870,Reims Collectables,25,52.32,1308
10366,2005-01-10,S18_2870,Royale Belge,49,100,6144.6
10379,2005-02-10,S18_2870,Euro Shopping Channel,29,100,5127.2
10407,2005-04-22,S18_2870,The Sharp Gifts Warehouse,41,100,6386.16
10419,2005-05-17,S18_2870,Salzburg Collectables,55,100,7695.6
10103,2003-01-29,S18_2949,Baane Mini Imports,27,83.07,2242.89
10112,2003-03-24,S18_2949,"Volvo Model Replicas, Co",23,100,2539.89
10126,2003-05-28,S18_2949,"Corrida Auto Replicas, Ltd",31,90.17,2795.27
10139,2003-07-16,S18_2949,Souveniers And Things Co.,46,100,5545.76
10150,2003-09-19,S18_2949,"Dragon Souveniers, Ltd.",47,91.18,4285.46
10163,2003-10-20,S18_2949,Classic Legends Inc.,31,100,3329.09
10174,2003-11-06,S18_2949,"Australian Gift Network, Co",46,100,5592.22
10183,2003-11-13,S18_2949,"Classic Gift Ideas, Inc",37,89.15,3298.55
10193,2003-11-21,S18_2949,"Australian Collectables, Ltd",28,93.21,2609.88
10206,2003-12-05,S18_2949,Canadian Gift Exchange Network,37,90.17,3336.29
10215,2004-01-29,S18_2949,West Coast Collectables Co.,49,100,5510.05
10228,2004-03-10,S18_2949,Cambridge Collectables Co.,24,100,2504.4
10244,2004-04-29,S18_2949,Euro Shopping Channel,30,100,3525.6
10257,2004-06-14,S18_2949,The Sharp Gifts Warehouse,50,88.14,4407
10270,2004-07-19,S18_2949,Souveniers And Things Co.,31,96.24,2983.44
10280,2004-08-17,S18_2949,Amica Models & Co.,46,100,5126.24
10291,2004-09-08,S18_2949,Scandinavian Gift Ideas,47,100,5713.79
10304,2004-10-11,S18_2949,Auto Assoc. & Cie.,46,100,4613.8
10312,2004-10-21,S18_2949,Mini Gifts Distributors Ltd.,37,100,3711.1
10322,2004-11-04,S18_2949,Online Diecast Creations Co.,33,100,3524.73
10333,2004-11-18,S18_2949,Mini Wheels Co.,31,90.17,2795.27
10347,2004-11-29,S18_2949,"Australian Collectors, Co.",48,100,4814.4
10357,2004-12-10,S18_2949,Mini Gifts Distributors Ltd.,41,87.13,3572.33
10369,2005-01-20,S18_2949,Collectables For Less Inc.,42,100,4581.36
10381,2005-02-17,S18_2949,Corporate Gift Ideas Co.,41,100,4319.76
10391,2005-03-09,S18_2949,"Anna's Decorations, Ltd",32,45.25,1448
10423,2005-05-30,S18_2949,Petit Auto,10,88.14,881.4
10103,2003-01-29,S18_2957,Baane Mini Imports,35,57.46,2011.1
10111,2003-03-25,S18_2957,Mini Wheels Co.,28,64.33,1801.24
10126,2003-05-28,S18_2957,"Corrida Auto Replicas, Ltd",46,73.7,3390.2
10139,2003-07-16,S18_2957,Souveniers And Things Co.,20,71.2,1424
10150,2003-09-19,S18_2957,"Dragon Souveniers, Ltd.",30,49.97,1499.1
10163,2003-10-20,S18_2957,Classic Legends Inc.,48,69.96,3358.08
10173,2003-11-05,S18_2957,Rovelli Gifts,28,53.72,1504.16
10183,2003-11-13,S18_2957,"Classic Gift Ideas, Inc",39,68.08,2655.12
10193,2003-11-21,S18_2957,"Australian Collectables, Ltd",24,51.84,1244.16
10206,2003-12-05,S18_2957,Canadian Gift Exchange Network,28,67.46,1888.88
10215,2004-01-29,S18_2957,West Coast Collectables Co.,31,58.71,1820.01
10228,2004-03-10,S18_2957,Cambridge Collectables Co.,45,63.71,2866.95
10244,2004-04-29,S18_2957,Euro Shopping Channel,24,58.09,1394.16
10257,2004-06-14,S18_2957,The Sharp Gifts Warehouse,49,53.72,2632.28
10269,2004-07-16,S18_2957,Salzburg Collectables,32,63.08,2018.56
10280,2004-08-17,S18_2957,Amica Models & Co.,43,68.71,2954.53
10291,2004-09-08,S18_2957,Scandinavian Gift Ideas,37,50.59,1871.83
10304,2004-10-11,S18_2957,Auto Assoc. & Cie.,24,64.96,1559.04
10312,2004-10-21,S18_2957,Mini Gifts Distributors Ltd.,35,53.72,1880.2
10322,2004-11-04,S18_2957,Online Diecast Creations Co.,41,29.87,1224.67
10332,2004-11-17,S18_2957,"AV Stores, Co.",26,100,2979.08
10347,2004-11-29,S18_2957,"Australian Collectors, Co.",34,64.96,2208.64
10357,2004-12-10,S18_2957,Mini Gifts Distributors Ltd.,49,70.58,3458.42
10369,2005-01-20,S18_2957,Collectables For Less Inc.,28,44.21,1237.88
10381,2005-02-17,S18_2957,Corporate Gift Ideas Co.,40,68.08,2723.2
10392,2005-03-10,S18_2957,Mini Auto Werke,37,59.96,2218.52
10423,2005-05-30,S18_2957,Petit Auto,31,53.72,1665.32
10106,2003-02-17,S18_3029,Rovelli Gifts,41,83.44,3421.04
10119,2003-04-28,S18_3029,Salzburg Collectables,21,89.46,1878.66
10130,2003-06-16,S18_3029,Auto-Moto Classics Inc.,40,96.34,3853.6
10143,2003-08-10,S18_3029,Mini Creations Ltd.,46,74.84,3442.64
10155,2003-10-06,S18_3029,"Toys of Finland, Co.",44,79.14,3482.16
10167,2003-10-23,S18_3029,Scandinavian Gift Ideas,46,73.12,3363.52
10178,2003-11-08,S18_3029,Alpha Cognac,41,81.72,3350.52
10186,2003-11-14,S18_3029,"Double Decker Gift Stores, Ltd",32,89.46,2862.72
10197,2003-11-26,S18_3029,Enaco Distributors,46,87.74,4036.04
10209,2004-01-09,S18_3029,"Men 'R' US Retailers, Ltd.",28,100,2817.92
10222,2004-02-19,S18_3029,Collectable Mini Designs Co.,49,94.62,4636.38
10248,2004-05-07,S18_3029,Land of Toys Inc.,21,73.98,1553.58
10262,2004-06-24,S18_3029,Euro Shopping Channel,32,84.3,2697.6
10273,2004-07-21,S18_3029,Petit Auto,34,98.06,3334.04
10283,2004-08-20,S18_3029,"Royal Canadian Collectables, Ltd.",21,98.06,2059.26
10296,2004-09-15,S18_3029,"Bavarian Collectables Imports, Co.",21,96.34,2023.14
10307,2004-10-14,S18_3029,"Classic Gift Ideas, Inc",31,83.44,2586.64
10316,2004-11-01,S18_3029,giftsbymail.co.uk,21,94.62,1987.02
10327,2004-11-10,S18_3029,Danish Wholesale Imports,25,45.86,1146.5
10338,2004-11-22,S18_3029,Royale Belge,28,82.58,2312.24
10350,2004-12-02,S18_3029,Euro Shopping Channel,43,64.97,2793.71
10373,2005-01-31,S18_3029,"Oulu Toy Supplies, Inc.",22,86.74,1908.28
10386,2005-03-01,S18_3029,Euro Shopping Channel,37,93.01,3441.37
10398,2005-03-30,S18_3029,Reims Collectables,28,72.26,2023.28
10400,2005-04-01,S18_3029,The Sharp Gifts Warehouse,30,74.84,2245.2
10414,2005-05-06,S18_3029,Gifts4AllAges.com,44,73.98,3255.12
10103,2003-01-29,S18_3136,Baane Mini Imports,25,100,2539.5
10111,2003-03-25,S18_3136,Mini Wheels Co.,43,100,4818.15
10126,2003-05-28,S18_3136,"Corrida Auto Replicas, Ltd",30,97.39,2921.7
10139,2003-07-16,S18_3136,Souveniers And Things Co.,20,90.06,1801.2
10150,2003-09-19,S18_3136,"Dragon Souveniers, Ltd.",26,100,2804.36
10163,2003-10-20,S18_3136,Classic Legends Inc.,40,100,4900.8
10173,2003-11-05,S18_3136,Rovelli Gifts,31,89.01,2759.31
10183,2003-11-13,S18_3136,"Classic Gift Ideas, Inc",22,100,2488.2
10193,2003-11-21,S18_3136,"Australian Collectables, Ltd",23,100,2769.89
10206,2003-12-05,S18_3136,Canadian Gift Exchange Network,30,100,3581.4
10215,2004-01-29,S18_3136,West Coast Collectables Co.,49,100,5285.14
10228,2004-03-10,S18_3136,Cambridge Collectables Co.,31,100,3181.53
10244,2004-04-29,S18_3136,Euro Shopping Channel,29,100,3340.51
10257,2004-06-14,S18_3136,The Sharp Gifts Warehouse,37,84.82,3138.34
10270,2004-07-19,S18_3136,Souveniers And Things Co.,38,100,4775.08
10280,2004-08-17,S18_3136,Amica Models & Co.,29,100,3006.43
10291,2004-09-08,S18_3136,Scandinavian Gift Ideas,23,100,2866.26
10304,2004-10-11,S18_3136,Auto Assoc. & Cie.,26,85.87,2232.62
10312,2004-10-21,S18_3136,Mini Gifts Distributors Ltd.,38,100,4457.02
10322,2004-11-04,S18_3136,Online Diecast Creations Co.,48,47.04,2257.92
10332,2004-11-17,S18_3136,"AV Stores, Co.",40,39.8,1592
10347,2004-11-29,S18_3136,"Australian Collectors, Co.",45,100,4948.2
10357,2004-12-10,S18_3136,Mini Gifts Distributors Ltd.,44,100,5160.76
10369,2005-01-20,S18_3136,Collectables For Less Inc.,21,94.22,1978.62
10381,2005-02-17,S18_3136,Corporate Gift Ideas Co.,35,100,4288.2
10392,2005-03-10,S18_3136,Mini Auto Werke,29,86.92,2520.68
10423,2005-05-30,S18_3136,Petit Auto,21,84.82,1781.22
10105,2003-02-11,S18_3140,Danish Wholesale Imports,22,100,3065.04
10117,2003-04-16,S18_3140,"Dragon Souveniers, Ltd.",26,100,3551.34
10128,2003-06-06,S18_3140,Euro Shopping Channel,41,100,5544.02
10142,2003-08-08,S18_3140,Mini Gifts Distributors Ltd.,47,100,6034.33
10153,2003-09-28,S18_3140,Euro Shopping Channel,31,100,3641.57
10166,2003-10-21,S18_3140,FunGiftIdeas.com,43,100,6930.74
10177,2003-11-07,S18_3140,CAF Imports,23,100,3675.63
10185,2003-11-14,S18_3140,Mini Creations Ltd.,28,100,3442.04
10196,2003-11-26,S18_3140,Super Scale Inc.,49,100,6893.81
10208,2004-01-02,S18_3140,"Saveley & Henriot, Co.",24,100,2622.48
10221,2004-02-18,S18_3140,Petit Auto,33,100,4417.38
10232,2004-03-20,S18_3140,giftsbymail.co.uk,22,100,3606.02
10248,2004-05-07,S18_3140,Land of Toys Inc.,32,100,3802.56
10273,2004-07-21,S18_3140,Petit Auto,40,100,5026.4
10282,2004-08-20,S18_3140,Mini Gifts Distributors Ltd.,43,100,6695.53
10293,2004-09-09,S18_3140,Amica Models & Co.,24,100,2819.28
10306,2004-10-14,S18_3140,"AV Stores, Co.",32,100,3759.04
10314,2004-10-22,S18_3140,Heintze Collectables,20,100,2731.8
10325,2004-11-05,S18_3140,Baane Mini Imports,24,69.12,1658.88
10336,2004-11-20,S18_3140,"La Corne D'abondance, Co.",48,100,5778.24
10350,2004-12-02,S18_3140,Euro Shopping Channel,44,100,5191.12
10372,2005-01-26,S18_3140,"Tokyo Collectables, Ltd",28,100,3862.88
10383,2005-02-22,S18_3140,Euro Shopping Channel,24,61.52,1476.48
10396,2005-03-23,S18_3140,Mini Gifts Distributors Ltd.,33,100,5273.73
10414,2005-05-06,S18_3140,Gifts4AllAges.com,41,100,4872.03
10104,2003-01-31,S18_3232,Euro Shopping Channel,23,100,4556.99
10109,2003-03-10,S18_3232,Motor Mint Distributors Inc.,46,100,8257
10114,2003-04-01,S18_3232,"La Corne D'abondance, Co.",48,100,8209.44
10122,2003-05-08,S18_3232,Marseille Mini Autos,25,100,3598.5
10127,2003-06-03,S18_3232,Muscle Machine Inc,22,100,3837.24
10136,2003-07-04,S18_3232,Alpha Cognac,41,100,8331.61
10141,2003-08-01,S18_3232,Suominen Souveniers,34,100,4836.5
10148,2003-09-11,S18_3232,"Anna's Decorations, Ltd",32,100,5418.88
10151,2003-09-21,S18_3232,"Oulu Toy Supplies, Inc.",21,100,3734.01
10160,2003-10-11,S18_3232,"Men 'R' US Retailers, Ltd.",20,100,3996.4
10165,2003-10-22,S18_3232,"Dragon Souveniers, Ltd.",47,100,8754.69
10171,2003-11-05,S18_3232,Quebec Home Shopping Network,39,100,5481.45
10175,2003-11-06,S18_3232,"Stylish Desk Decors, Co.",29,100,4419.89
10181,2003-11-12,S18_3232,Herkku Gifts,45,100,6324.75
10184,2003-11-14,S18_3232,"Iberia Gift Imports, Corp.",28,100,4409.72
10192,2003-11-20,S18_3232,Online Diecast Creations Co.,26,100,3918.46
10195,2003-11-25,S18_3232,Mini Classics,50,100,7620.5
10203,2003-12-02,S18_3232,Euro Shopping Channel,48,100,8291.04
10207,2003-12-09,S18_3232,Diecast Collectables,25,100,3937.25
10212,2004-01-16,S18_3232,Euro Shopping Channel,40,100,5554.4
10225,2004-02-22,S18_3232,"Vida Sport, Ltd",43,100,6407.86
10229,2004-03-11,S18_3232,Mini Gifts Distributors Ltd.,22,100,4172.52
10239,2004-04-12,S18_3232,"Oulu Toy Supplies, Inc.",47,100,7083.37
10246,2004-05-05,S18_3232,Euro Shopping Channel,36,100,7132.68
10253,2004-06-01,S18_3232,"UK Collectables, Ltd.",40,100,6773.6
10259,2004-06-15,S18_3232,Handji Gifts& Co,27,100,3657.69
10266,2004-07-06,S18_3232,L'ordine Souveniers,29,100,4812.55
10271,2004-07-20,S18_3232,Mini Gifts Distributors Ltd.,20,100,3928.6
10278,2004-08-06,S18_3232,Signal Gift Stores,42,100,6401.22
10281,2004-08-19,S18_3232,Diecast Classics Inc.,25,100,4191.25
10287,2004-08-30,S18_3232,"Vida Sport, Ltd",36,100,5852.52
10292,2004-09-08,S18_3232,Land of Toys Inc.,21,100,2844.87
10301,2003-10-05,S18_3232,"Norway Gifts By Mail, Co.",23,100,4011.66
10305,2004-10-13,S18_3232,Marta's Replicas Co.,37,100,7455.87
10310,2004-10-16,S18_3232,"Toms Spezialitten, Ltd",48,100,8940.96
10313,2004-10-22,S18_3232,Canadian Gift Exchange Network,25,100,4572.25
10321,2004-11-04,S18_3232,FunGiftIdeas.com,33,100,5700.09
10324,2004-11-05,S18_3232,Vitachrome Inc.,27,100,3155.49
10331,2004-11-17,S18_3232,Motor Mint Distributors Inc.,27,100,4170.69
10334,2004-11-19,S18_3232,"Volvo Model Replicas, Co",20,100,2878.8
10342,2004-11-24,S18_3232,"Australian Collectors, Co.",30,100,5029.5
10349,2004-12-01,S18_3232,Muscle Machine Inc,48,100,7396.8
10358,2004-12-10,S18_3232,Euro Shopping Channel,32,93.49,2991.68
10366,2005-01-10,S18_3232,Royale Belge,34,100,6275.72
10370,2005-01-20,S18_3232,"Anna's Decorations, Ltd",27,56.85,1534.95
10377,2005-02-09,S18_3232,"Toys of Finland, Co.",39,100,7264.53
10383,2005-02-22,S18_3232,Euro Shopping Channel,47,100,6869.05
10394,2005-03-15,S18_3232,Euro Shopping Channel,22,100,3353.02
10405,2005-04-14,S18_3232,Mini Caravy,55,100,8289.05
10412,2005-05-03,S18_3232,Euro Shopping Channel,60,100,11887.8
10419,2005-05-17,S18_3232,Salzburg Collectables,35,100,5926.9
10425,2005-05-31,S18_3232,La Rochelle Gifts,28,100,3793.16
10105,2003-02-11,S18_3259,Danish Wholesale Imports,38,100,4330.1
10117,2003-04-16,S18_3259,"Dragon Souveniers, Ltd.",21,95.8,2011.8
10128,2003-06-06,S18_3259,Euro Shopping Channel,41,100,4837.18
10142,2003-08-08,S18_3259,Mini Gifts Distributors Ltd.,22,97.81,2151.82
10153,2003-09-28,S18_3259,Euro Shopping Channel,29,88.74,2573.46
10165,2003-10-22,S18_3259,"Dragon Souveniers, Ltd.",50,100,5344.5
10177,2003-11-07,S18_3259,CAF Imports,29,100,3070.52
10185,2003-11-14,S18_3259,Mini Creations Ltd.,49,80.67,3952.83
