orderId,customerId,dishName,restaurantName,quantity,price,paymentMethod,orderFrequency,lastOrderDate,loyaltyPoints,churned,rating,ratingDate,deliveryStatus,city,orderDate,signupDate
O6428,C2428,Fries,Pizza Hut,2,1018.97,Card,25,2024-09-05,37,Active,5.0,2025-05-07,Delayed,Peshawar,2024-01-02,2023-10-16
O9478,C5478,Pasta,McDonald's,1,1016.55,Card,30,2024-10-08,216,Active,5.0,2025-06-29,Delayed,Karachi,2024-01-02,2025-07-10
O9894,C5894,Sandwich,Pizza Hut,2,937.39,Cash,22,2025-06-26,152,Inactive,4.0,2025-04-14,Delivered,Multan,2024-01-02,2024-09-23
O5192,C1192,Fries,Burger King,1,400.99,Wallet,22,2025-04-25,277,Inactive,1.0,2025-01-09,Delivered,Islamabad,2024-01-02,2024-07-28
O5389,C1389,Sandwich,Subway,2,597.37,Wallet,48,2025-03-05,413,Active,5.0,2025-01-03,Delivered,Islamabad,2024-01-02,2023-12-25
O6436,C2436,Burger,Pizza Hut,4,620.15,Cash,48,2025-06-18,425,Inactive,,2025-07-22,Cancelled,Lahore,2024-01-02,2024-04-05
O6885,C2885,Burger,Pizza Hut,4,443.55,Cash,23,2025-02-25,176,Inactive,4.0,2025-06-17,Delivered,Peshawar,2024-01-02,2023-11-30
O6619,C2619,Sandwich,Burger King,2,1234.2,Wallet,21,2025-01-10,87,Inactive,2.0,2025-03-24,Delivered,Karachi,2024-01-02,2025-01-26
O10971,C6971,Sandwich,Burger King,5,1021.33,Wallet,45,2025-06-23,271,Active,,2025-03-16,Cancelled,Peshawar,2024-01-02,2024-02-21
O7439,C3439,Fries,McDonald's,3,833.56,Card,2,2025-07-17,8,Inactive,5.0,2025-07-23,Delayed,Islamabad,2024-01-03,2024-09-29
O8476,C4476,Pizza,Burger King,5,1103.19,Cash,10,2025-03-12,443,Inactive,1.0,2025-02-20,Delivered,Lahore,2024-01-03,2023-12-29
O7552,C3552,Fries,McDonald's,1,428.86,Wallet,31,2024-10-21,246,Active,2.0,2025-01-23,Delivered,Peshawar,2024-01-03,2024-01-15
O9959,C5959,Pasta,Pizza Hut,3,708.22,Wallet,19,2025-07-09,496,Inactive,5.0,2024-12-09,Delayed,Multan,2024-01-03,2024-02-28
O5378,C1378,Sandwich,Pizza Hut,3,1470.57,Cash,40,2025-06-18,5,Active,2.0,2025-08-11,Delivered,Multan,2024-01-03,2024-07-15
O9083,C5083,Pasta,Burger King,3,1185.23,Wallet,26,2025-02-02,70,Inactive,3.0,2024-09-24,Delivered,Lahore,2024-01-03,2023-12-12
O6473,C2473,Fries,Burger King,4,218.0,Card,44,2025-04-24,411,Active,5.0,2024-11-22,Delayed,Karachi,2024-01-03,2024-08-21
O6054,C2054,Fries,KFC,1,215.88,Cash,46,2025-03-23,217,Active,,2025-03-01,Cancelled,Islamabad,2024-01-04,2025-07-22
O5601,C1601,Burger,KFC,3,1205.06,Cash,33,2024-10-31,197,Inactive,,2025-08-11,Cancelled,Multan,2024-01-04,2024-12-28
O10437,C6437,Pasta,Subway,2,530.26,Card,11,2024-08-23,43,Active,,2025-01-14,Cancelled,Islamabad,2024-01-04,2023-10-05
O7103,C3103,Fries,KFC,2,981.31,Card,38,2025-01-27,289,Active,4.0,2024-09-05,Delivered,Islamabad,2024-01-04,2024-02-20
O9731,C5731,Pizza,McDonald's,2,920.59,Cash,49,2024-11-24,248,Active,4.0,2025-01-18,Delayed,Karachi,2024-01-04,2025-06-19
O9707,C5707,Fries,Subway,1,1162.28,Wallet,28,2024-12-23,40,Inactive,,2025-05-02,Cancelled,Karachi,2024-01-04,2025-05-30
O10508,C6508,Fries,Subway,2,287.7,Card,28,2025-05-30,228,Inactive,,2024-11-11,Cancelled,Multan,2024-01-04,2025-04-23
O10124,C6124,Burger,Burger King,5,939.58,Card,33,2025-02-10,129,Inactive,,2025-05-19,Cancelled,Peshawar,2024-01-04,2024-04-30
O8294,C4294,Pizza,Subway,3,1432.57,Card,17,2024-11-21,333,Inactive,2.0,2024-11-21,Delivered,Lahore,2024-01-05,2024-05-28
O7478,C3478,Fries,Burger King,3,747.58,Wallet,16,2024-10-09,290,Active,3.0,2025-07-09,Delivered,Peshawar,2024-01-05,2024-05-08
O5198,C1198,Fries,McDonald's,1,839.34,Cash,18,2024-09-14,347,Active,,2024-09-14,Cancelled,Karachi,2024-01-05,2025-06-24
O8085,C4085,Sandwich,Subway,1,1142.85,Cash,22,2024-10-29,288,Inactive,5.0,2025-06-30,Delivered,Islamabad,2024-01-05,2025-03-07
O8108,C4108,Burger,Pizza Hut,1,350.81,Wallet,19,2025-02-23,4,Active,,2025-01-30,Cancelled,Peshawar,2024-01-05,2025-08-18
O7774,C3774,Fries,Subway,1,404.66,Cash,19,2025-08-11,348,Inactive,1.0,2025-08-11,Delayed,Peshawar,2024-01-05,2024-02-27
O9951,C5951,Fries,Burger King,5,422.11,Cash,38,2025-03-10,85,Inactive,,2025-01-29,Cancelled,Islamabad,2024-01-05,2023-09-26
O8624,C4624,Pasta,Burger King,2,210.39,Card,44,2024-11-23,151,Inactive,,2024-10-11,Cancelled,Lahore,2024-01-05,2024-03-31
O5977,C1977,Fries,McDonald's,3,852.49,Card,2,2025-05-31,124,Inactive,3.0,2025-05-31,Delivered,Multan,2024-01-05,2025-03-23
O7311,C3311,Pasta,Subway,2,846.02,Card,24,2025-03-03,98,Active,2.0,2025-03-22,Delivered,Karachi,2024-01-05,2025-06-09
O6523,C2523,Pizza,Subway,5,1015.21,Wallet,29,2025-03-30,354,Inactive,,2025-06-21,Cancelled,Islamabad,2024-01-05,2024-06-23
O9420,C5420,Pasta,KFC,3,377.77,Cash,4,2024-09-14,481,Inactive,5.0,2025-01-14,Delivered,Karachi,2024-01-05,2024-04-29
O7233,C3233,Fries,KFC,2,195.78,Card,15,2024-10-24,235,Inactive,,2025-03-11,Cancelled,Peshawar,2024-01-05,2024-05-16
O10234,C6234,Pasta,Subway,2,1413.68,Card,12,2025-03-27,168,Inactive,4.0,2025-01-25,Delivered,Lahore,2024-01-06,2024-11-24
O5784,C1784,Pasta,Pizza Hut,3,1166.73,Cash,4,2025-04-22,286,Inactive,4.0,2024-12-15,Delivered,Karachi,2024-01-06,2023-12-11
O5976,C1976,Sandwich,McDonald's,4,813.69,Card,14,2025-01-11,437,Inactive,5.0,2025-03-11,Delayed,Multan,2024-01-06,2025-02-09
O6649,C2649,Pizza,Subway,5,1061.38,Card,25,2025-02-01,15,Active,5.0,2025-07-05,Delivered,Peshawar,2024-01-06,2023-11-30
O10220,C6220,Sandwich,McDonald's,2,354.8,Wallet,2,2024-11-18,368,Active,5.0,2025-01-29,Delivered,Islamabad,2024-01-06,2025-04-27
O6056,C2056,Pizza,Subway,5,1482.39,Wallet,37,2025-06-24,141,Active,,2025-06-11,Cancelled,Multan,2024-01-07,2024-03-24
O9346,C5346,Pasta,Pizza Hut,3,363.41,Cash,7,2025-01-15,309,Active,,2025-05-23,Cancelled,Lahore,2024-01-07,2025-03-21
O5562,C1562,Fries,KFC,2,941.03,Cash,30,2024-09-19,169,Inactive,2.0,2025-01-23,Delayed,Multan,2024-01-07,2025-04-26
O8122,C4122,Fries,KFC,3,726.33,Card,35,2025-08-02,174,Inactive,1.0,2025-03-18,Delivered,Peshawar,2024-01-07,2024-10-09
O8536,C4536,Pasta,KFC,3,1402.39,Card,47,2025-05-24,266,Active,1.0,2025-08-02,Delayed,Multan,2024-01-07,2024-11-11
O10752,C6752,Fries,Pizza Hut,5,644.06,Cash,2,2025-02-03,221,Active,,2024-11-01,Cancelled,Peshawar,2024-01-07,2024-09-30
O10149,C6149,Burger,Subway,4,665.27,Card,31,2025-06-15,79,Active,5.0,2024-09-03,Delivered,Multan,2024-01-07,2024-06-03
O5633,C1633,Fries,Burger King,5,598.24,Cash,49,2025-07-27,8,Inactive,4.0,2025-07-19,Delivered,Multan,2024-01-07,2024-07-19
O8528,C4528,Sandwich,Pizza Hut,2,808.44,Cash,44,2025-01-19,391,Inactive,4.0,2024-12-19,Delayed,Lahore,2024-01-07,2025-05-29
O10405,C6405,Sandwich,KFC,3,321.23,Card,45,2025-08-20,262,Inactive,,2025-03-02,Cancelled,Karachi,2024-01-07,2024-08-31
O9617,C5617,Pizza,KFC,4,535.8,Card,27,2024-09-27,486,Active,1.0,2025-03-01,Delivered,Multan,2024-01-07,2024-03-21
O9278,C5278,Pizza,Subway,2,164.33,Card,24,2025-02-23,446,Active,4.0,2024-12-24,Delayed,Lahore,2024-01-07,2023-09-12
O9962,C5962,Burger,Subway,2,488.25,Card,32,2025-05-01,422,Inactive,3.0,2025-06-24,Delivered,Lahore,2024-01-07,2025-02-16
O8210,C4210,Fries,KFC,5,1349.62,Cash,32,2025-08-08,225,Active,4.0,2024-10-21,Delivered,Islamabad,2024-01-08,2025-02-09
O7765,C3765,Fries,Pizza Hut,2,1377.72,Cash,16,2025-07-07,438,Active,5.0,2025-03-25,Delivered,Lahore,2024-01-08,2025-02-10
O8305,C4305,Burger,KFC,2,657.48,Wallet,5,2025-02-12,353,Active,,2024-09-09,Cancelled,Islamabad,2024-01-08,2025-08-15
O8615,C4615,Pasta,Subway,3,567.96,Wallet,2,2025-05-03,212,Inactive,5.0,2025-05-01,Delayed,Karachi,2024-01-08,2024-07-26
O5150,C1150,Sandwich,Pizza Hut,4,950.35,Card,7,2025-04-01,433,Active,2.0,2025-04-20,Delayed,Islamabad,2024-01-08,2023-11-27
O5681,C1681,Burger,KFC,3,532.1,Cash,27,2025-04-05,373,Active,,2024-11-04,Cancelled,Multan,2024-01-08,2025-06-05
O5680,C1680,Pasta,Pizza Hut,5,421.54,Wallet,18,2025-04-05,10,Active,2.0,2024-09-02,Delivered,Lahore,2024-01-09,2025-04-15
O10208,C6208,Sandwich,KFC,3,1034.83,Wallet,37,2025-01-18,405,Active,1.0,2024-12-02,Delivered,Lahore,2024-01-09,2024-12-25
O5164,C1164,Fries,Subway,2,348.49,Card,3,2024-12-01,475,Inactive,,2024-08-28,Cancelled,Karachi,2024-01-09,2025-05-18
O10544,C6544,Pizza,McDonald's,1,1012.8,Cash,38,2025-06-13,271,Inactive,2.0,2025-03-05,Delivered,Lahore,2024-01-09,2025-06-26
O7842,C3842,Pasta,Burger King,5,1433.75,Cash,41,2024-09-05,233,Active,1.0,2024-11-12,Delivered,Karachi,2024-01-09,2024-08-31
O7801,C3801,Pizza,Burger King,2,351.29,Cash,31,2025-04-12,167,Inactive,2.0,2025-01-24,Delivered,Peshawar,2024-01-09,2024-09-05
O5962,C1962,Burger,Pizza Hut,1,1234.2,Wallet,29,2024-11-11,346,Inactive,,2025-05-01,Cancelled,Lahore,2024-01-09,2025-01-13
O5810,C1810,Sandwich,Burger King,4,808.74,Card,26,2025-04-09,80,Active,5.0,2025-05-02,Delivered,Islamabad,2024-01-09,2024-12-04
O5551,C1551,Fries,Pizza Hut,4,1426.85,Cash,9,2024-11-18,156,Inactive,,2024-11-07,Cancelled,Islamabad,2024-01-09,2025-03-26
O10620,C6620,Burger,Pizza Hut,1,595.62,Wallet,28,2025-08-15,354,Active,3.0,2025-05-12,Delayed,Islamabad,2024-01-09,2025-08-16
O9221,C5221,Burger,McDonald's,3,1291.14,Card,7,2025-08-21,42,Inactive,,2024-11-29,Cancelled,Lahore,2024-01-10,2023-10-03
O10953,C6953,Pizza,McDonald's,3,633.07,Card,29,2025-04-22,171,Active,3.0,2024-09-11,Delivered,Peshawar,2024-01-10,2025-04-29
O9271,C5271,Pizza,KFC,3,856.63,Card,21,2025-06-20,294,Inactive,2.0,2025-05-26,Delivered,Peshawar,2024-01-10,2025-05-07
O5158,C1158,Fries,McDonald's,4,906.49,Wallet,6,2025-03-20,319,Active,,2025-07-11,Cancelled,Karachi,2024-01-10,2025-06-13
O5956,C1956,Fries,McDonald's,2,129.97,Cash,8,2024-11-25,143,Inactive,5.0,2025-07-16,Delayed,Multan,2024-01-10,2024-05-23
O6379,C2379,Pizza,Pizza Hut,1,1446.89,Card,46,2024-12-01,218,Active,2.0,2025-07-05,Delivered,Karachi,2024-01-10,2024-09-10
O10173,C6173,Sandwich,McDonald's,5,1028.53,Card,11,2024-12-30,477,Active,2.0,2024-10-18,Delayed,Karachi,2024-01-10,2024-12-18
O7807,C3807,Pizza,KFC,5,705.33,Card,23,2024-10-24,433,Active,,2025-07-05,Cancelled,Lahore,2024-01-11,2023-09-24
O10784,C6784,Fries,Pizza Hut,5,1040.05,Card,9,2025-08-01,153,Active,,2024-11-07,Cancelled,Lahore,2024-01-11,2024-04-28
O6974,C2974,Pizza,Pizza Hut,5,1381.47,Wallet,10,2025-03-22,157,Active,1.0,2025-02-21,Delayed,Peshawar,2024-01-11,2025-01-01
O9843,C5843,Burger,Pizza Hut,5,697.14,Cash,20,2025-01-05,69,Active,1.0,2025-01-08,Delivered,Karachi,2024-01-11,2024-11-04
O6766,C2766,Sandwich,McDonald's,5,808.44,Wallet,20,2025-04-07,34,Inactive,,2024-08-22,Cancelled,Lahore,2024-01-11,2025-03-01
O5521,C1521,Pasta,McDonald's,4,818.25,Card,14,2024-12-10,226,Active,3.0,2025-04-10,Delivered,Karachi,2024-01-11,2025-06-04
O10401,C6401,Pasta,Pizza Hut,2,436.21,Wallet,4,2024-09-28,196,Inactive,2.0,2025-03-29,Delayed,Islamabad,2024-01-11,2024-02-18
O5369,C1369,Pizza,McDonald's,2,737.59,Wallet,46,2024-11-30,328,Active,4.0,2025-03-12,Delivered,Multan,2024-01-11,2023-08-28
O5101,C1101,Fries,KFC,5,1487.89,Card,19,2025-03-13,32,Active,,2025-07-04,Cancelled,Multan,2024-01-12,2025-03-03
O8431,C4431,Pizza,KFC,4,284.45,Wallet,16,2025-02-25,173,Active,1.0,2024-11-12,Delayed,Islamabad,2024-01-12,2025-03-04
O7085,C3085,Burger,Subway,2,775.47,Cash,25,2025-04-11,172,Active,3.0,2025-03-14,Delayed,Islamabad,2024-01-12,2024-11-29
O9439,C5439,Pasta,Subway,2,475.11,Wallet,20,2025-08-06,103,Active,1.0,2024-10-26,Delayed,Karachi,2024-01-12,2025-08-13
O5318,C1318,Pizza,Pizza Hut,4,143.47,Cash,4,2025-04-23,119,Inactive,5.0,2025-01-14,Delivered,Multan,2024-01-12,2024-12-21
O9216,C5216,Fries,Subway,4,806.86,Card,24,2024-08-22,235,Inactive,,2024-11-06,Cancelled,Karachi,2024-01-12,2024-08-21
O9155,C5155,Burger,McDonald's,1,463.29,Wallet,21,2025-05-24,166,Inactive,,2025-05-07,Cancelled,Karachi,2024-01-13,2024-04-14
O6714,C2714,Burger,McDonald's,4,1101.54,Wallet,19,2025-03-03,381,Active,3.0,2025-02-23,Delayed,Peshawar,2024-01-13,2024-05-17
O5082,C1082,Pasta,McDonald's,3,1128.31,Cash,20,2024-10-23,106,Active,3.0,2025-07-19,Delivered,Multan,2024-01-13,2024-12-26
O8463,C4463,Burger,Subway,2,621.83,Card,13,2025-08-12,356,Active,5.0,2024-10-07,Delayed,Islamabad,2024-01-13,2025-02-24
O10859,C6859,Pasta,KFC,3,278.25,Wallet,44,2025-02-08,315,Inactive,,2024-11-01,Cancelled,Peshawar,2024-01-13,2023-10-23
O7820,C3820,Pasta,Pizza Hut,4,1433.82,Wallet,7,2024-10-10,36,Inactive,5.0,2024-09-16,Delivered,Peshawar,2024-01-13,2024-05-22
O10231,C6231,Pizza,Pizza Hut,1,1325.65,Cash,42,2025-05-06,349,Active,4.0,2025-05-21,Delayed,Multan,2024-01-13,2025-06-08
O9379,C5379,Pasta,Subway,3,402.48,Card,47,2024-11-26,209,Active,1.0,2025-06-17,Delivered,Karachi,2024-01-13,2025-05-08
O7967,C3967,Burger,McDonald's,4,263.72,Wallet,29,2025-05-27,457,Inactive,,2025-08-01,Cancelled,Karachi,2024-01-13,2025-01-11
O8640,C4640,Burger,McDonald's,2,1354.36,Wallet,4,2025-06-21,214,Inactive,2.0,2024-09-18,Delayed,Multan,2024-01-14,2024-11-09
O5916,C1916,Fries,Subway,2,1005.76,Wallet,9,2025-01-13,392,Inactive,5.0,2025-01-18,Delivered,Multan,2024-01-14,2024-08-15
O6291,C2291,Pizza,Subway,2,161.41,Wallet,20,2025-01-28,471,Inactive,,2025-03-29,Cancelled,Peshawar,2024-01-14,2023-12-16
O5409,C1409,Fries,KFC,2,386.68,Cash,32,2024-12-25,95,Inactive,,2024-11-09,Cancelled,Peshawar,2024-01-14,2023-10-03
O6704,C2704,Pizza,Burger King,2,721.24,Wallet,14,2024-10-08,156,Active,,2025-06-03,Cancelled,Multan,2024-01-14,2024-08-07
O8297,C4297,Fries,Pizza Hut,1,626.89,Cash,26,2024-12-10,136,Active,3.0,2025-01-29,Delayed,Karachi,2024-01-14,2024-12-06
O10960,C6960,Burger,Subway,4,688.3,Wallet,23,2024-10-05,305,Inactive,5.0,2024-11-09,Delayed,Islamabad,2024-01-14,2025-08-13
O10428,C6428,Burger,Pizza Hut,2,1055.19,Wallet,34,2025-01-28,170,Active,,2024-12-07,Cancelled,Multan,2024-01-14,2025-07-22
O6350,C2350,Fries,Burger King,2,1455.41,Wallet,19,2025-03-20,451,Active,3.0,2025-05-05,Delivered,Multan,2024-01-15,2024-11-26
O8279,C4279,Pasta,KFC,4,1395.31,Wallet,35,2025-03-14,332,Active,,2025-04-10,Cancelled,Peshawar,2024-01-15,2024-08-19
O9888,C5888,Pizza,Pizza Hut,5,1406.04,Card,10,2024-09-08,276,Active,3.0,2024-08-27,Delivered,Lahore,2024-01-15,2024-06-09
O6924,C2924,Sandwich,McDonald's,4,624.52,Cash,50,2024-10-12,343,Inactive,,2025-01-11,Cancelled,Peshawar,2024-01-15,2024-01-10
O9164,C5164,Sandwich,Subway,1,161.59,Card,1,2025-04-23,47,Active,4.0,2025-01-01,Delivered,Lahore,2024-01-15,2023-12-07
O6574,C2574,Sandwich,KFC,4,1212.81,Card,25,2025-06-28,500,Inactive,2.0,2024-10-06,Delivered,Lahore,2024-01-15,2024-08-01
O7823,C3823,Burger,McDonald's,2,1278.98,Card,11,2024-09-15,433,Active,,2025-04-11,Cancelled,Karachi,2024-01-15,2024-07-16
O5797,C1797,Sandwich,Burger King,5,1225.3,Wallet,36,2025-03-13,466,Active,,2025-02-12,Cancelled,Multan,2024-01-15,2025-04-24
O7458,C3458,Pasta,Pizza Hut,5,288.26,Wallet,46,2024-11-26,154,Inactive,,2025-06-24,Cancelled,Lahore,2024-01-15,2025-07-21
O10239,C6239,Pizza,Pizza Hut,4,1179.12,Cash,20,2024-11-19,77,Active,,2024-12-31,Cancelled,Karachi,2024-01-15,2025-03-20
O6049,C2049,Sandwich,KFC,2,1392.86,Card,29,2025-04-17,403,Active,,2025-02-23,Cancelled,Peshawar,2024-01-15,2025-07-13
O10998,C6998,Sandwich,Burger King,1,571.39,Wallet,42,2025-08-05,161,Inactive,3.0,2025-03-18,Delayed,Lahore,2024-01-15,2024-08-10
O9994,C5994,Sandwich,Pizza Hut,5,617.21,Card,10,2024-12-16,324,Inactive,,2025-08-10,Cancelled,Peshawar,2024-01-15,2024-08-20
O9510,C5510,Pizza,McDonald's,3,796.75,Wallet,3,2025-04-20,19,Active,1.0,2024-09-20,Delivered,Peshawar,2024-01-16,2024-08-27
O9037,C5037,Sandwich,McDonald's,2,523.58,Cash,33,2025-02-24,125,Active,2.0,2024-09-13,Delivered,Karachi,2024-01-16,2025-07-01
O7303,C3303,Pizza,Subway,1,1149.73,Card,19,2025-07-24,92,Active,,2025-01-26,Cancelled,Lahore,2024-01-16,2023-12-26
O7282,C3282,Sandwich,Burger King,2,889.39,Card,25,2025-01-10,105,Active,4.0,2024-11-19,Delivered,Islamabad,2024-01-16,2025-01-25
O9105,C5105,Pasta,KFC,4,763.1,Cash,27,2024-08-24,0,Inactive,,2025-06-14,Cancelled,Multan,2024-01-16,2025-01-27
O5862,C1862,Sandwich,Subway,3,145.8,Cash,30,2024-11-13,395,Inactive,3.0,2025-06-29,Delayed,Peshawar,2024-01-16,2024-07-28
O10864,C6864,Pasta,McDonald's,2,571.79,Cash,17,2024-11-11,207,Active,5.0,2025-07-14,Delivered,Karachi,2024-01-16,2025-07-08
O8443,C4443,Fries,McDonald's,3,288.78,Wallet,36,2025-02-25,265,Active,,2024-10-23,Cancelled,Lahore,2024-01-16,2024-05-15
O9499,C5499,Sandwich,McDonald's,3,317.93,Wallet,44,2025-07-26,476,Active,1.0,2025-05-02,Delivered,Peshawar,2024-01-16,2025-02-05
O8721,C4721,Fries,Pizza Hut,5,474.41,Cash,44,2025-08-17,133,Inactive,,2025-05-16,Cancelled,Karachi,2024-01-16,2024-07-07
O5829,C1829,Pizza,Pizza Hut,1,1389.84,Card,11,2025-04-07,242,Inactive,,2025-06-17,Cancelled,Lahore,2024-01-17,2024-10-29
O10219,C6219,Sandwich,McDonald's,5,356.17,Card,2,2024-12-20,8,Inactive,,2025-01-05,Cancelled,Peshawar,2024-01-17,2024-06-14
O8582,C4582,Pasta,McDonald's,1,1103.37,Card,50,2025-06-03,474,Inactive,4.0,2025-03-22,Delayed,Multan,2024-01-17,2024-02-03
O8257,C4257,Sandwich,McDonald's,1,1183.92,Cash,44,2025-03-19,174,Inactive,4.0,2025-06-01,Delayed,Peshawar,2024-01-17,2024-05-03
O7905,C3905,Fries,Pizza Hut,1,901.08,Cash,12,2024-08-21,202,Active,3.0,2025-06-23,Delivered,Lahore,2024-01-17,2025-06-30
O6146,C2146,Sandwich,Burger King,5,1485.9,Wallet,22,2024-12-17,394,Active,3.0,2025-05-05,Delivered,Karachi,2024-01-17,2024-04-08
O6410,C2410,Pizza,Burger King,1,838.79,Cash,25,2025-03-01,212,Inactive,,2025-08-07,Cancelled,Lahore,2024-01-18,2024-02-08
O7331,C3331,Sandwich,McDonald's,3,642.75,Cash,34,2024-10-10,403,Active,,2025-06-15,Cancelled,Karachi,2024-01-18,2023-09-05
O9044,C5044,Burger,Burger King,2,1487.37,Cash,50,2024-09-19,227,Active,3.0,2025-02-21,Delivered,Peshawar,2024-01-18,2024-07-18
O8800,C4800,Pasta,Subway,5,1070.11,Card,33,2025-07-29,153,Inactive,2.0,2025-01-05,Delayed,Multan,2024-01-18,2024-05-05
O6392,C2392,Pizza,Burger King,2,292.54,Card,14,2024-12-17,299,Inactive,,2025-04-18,Cancelled,Peshawar,2024-01-18,2024-08-15
O10168,C6168,Pizza,Subway,2,1463.38,Wallet,5,2024-11-03,275,Active,3.0,2025-06-14,Delivered,Islamabad,2024-01-18,2024-12-11
O6617,C2617,Sandwich,Pizza Hut,5,1347.83,Cash,14,2024-09-18,295,Active,5.0,2024-12-24,Delayed,Multan,2024-01-18,2024-06-11
O7885,C3885,Sandwich,McDonald's,1,803.8,Card,45,2025-01-01,181,Active,4.0,2025-02-19,Delivered,Lahore,2024-01-18,2025-04-27
O10446,C6446,Fries,McDonald's,3,1304.81,Cash,10,2024-11-30,365,Inactive,,2025-08-20,Cancelled,Karachi,2024-01-18,2024-11-01
O7102,C3102,Sandwich,KFC,5,815.17,Cash,12,2024-09-09,478,Active,3.0,2024-10-29,Delivered,Multan,2024-01-19,2024-12-23
O6940,C2940,Pasta,Pizza Hut,1,592.9,Cash,35,2025-06-19,127,Inactive,,2025-03-07,Cancelled,Karachi,2024-01-19,2025-06-06
O5035,C1035,Burger,Burger King,4,464.52,Card,13,2025-05-25,112,Inactive,3.0,2024-10-16,Delivered,Karachi,2024-01-19,2024-05-28
O6437,C2437,Sandwich,Pizza Hut,2,798.09,Wallet,40,2025-04-09,406,Active,5.0,2025-05-21,Delayed,Peshawar,2024-01-19,2025-05-25
O7459,C3459,Pasta,Burger King,1,143.3,Cash,22,2024-10-11,168,Active,,2025-05-14,Cancelled,Lahore,2024-01-19,2024-04-26
O7504,C3504,Burger,McDonald's,2,1279.04,Cash,35,2025-03-26,116,Active,1.0,2025-01-05,Delivered,Lahore,2024-01-19,2024-09-08
O8427,C4427,Burger,McDonald's,3,566.2,Cash,20,2025-03-20,265,Inactive,4.0,2025-05-13,Delivered,Islamabad,2024-01-19,2025-02-27
O7038,C3038,Pasta,Pizza Hut,4,1049.54,Wallet,44,2025-01-03,324,Inactive,1.0,2025-05-12,Delayed,Multan,2024-01-19,2024-03-12
O7856,C3856,Fries,Pizza Hut,5,947.23,Card,10,2025-02-02,269,Inactive,1.0,2025-08-14,Delayed,Karachi,2024-01-19,2024-11-20
O9354,C5354,Pasta,Subway,4,1460.82,Wallet,1,2025-06-26,92,Inactive,1.0,2024-08-30,Delayed,Islamabad,2024-01-19,2025-01-25
O9206,C5206,Sandwich,McDonald's,5,1494.35,Cash,9,2025-04-25,61,Active,4.0,2025-03-06,Delivered,Lahore,2024-01-19,2024-02-12
O10855,C6855,Pasta,Subway,4,694.79,Card,48,2024-10-02,50,Active,4.0,2025-04-05,Delivered,Peshawar,2024-01-20,2024-03-23
O9961,C5961,Pizza,Subway,3,160.49,Cash,28,2024-12-15,109,Inactive,5.0,2024-08-31,Delayed,Peshawar,2024-01-20,2023-10-19
O8742,C4742,Sandwich,Subway,3,952.05,Card,36,2025-06-19,382,Active,5.0,2024-10-19,Delayed,Peshawar,2024-01-20,2024-09-08
O10990,C6990,Pizza,Subway,5,1126.55,Card,27,2025-01-03,448,Inactive,,2024-11-27,Cancelled,Multan,2024-01-21,2023-11-30
O7816,C3816,Fries,McDonald's,5,790.88,Wallet,13,2025-06-24,190,Active,2.0,2025-06-07,Delivered,Karachi,2024-01-21,2025-04-21
O6304,C2304,Fries,McDonald's,5,774.31,Cash,41,2024-12-30,278,Active,,2025-03-30,Cancelled,Lahore,2024-01-21,2025-06-08
O7309,C3309,Pizza,KFC,1,298.03,Cash,45,2024-09-30,81,Inactive,1.0,2024-12-27,Delivered,Lahore,2024-01-21,2024-12-13
O7114,C3114,Pasta,KFC,3,1399.39,Cash,14,2024-12-22,311,Active,4.0,2025-08-02,Delayed,Lahore,2024-01-21,2024-05-07
O6688,C2688,Burger,KFC,3,352.06,Wallet,21,2024-09-05,394,Active,4.0,2025-08-09,Delayed,Karachi,2024-01-22,2024-03-06
O5350,C1350,Pasta,Subway,1,135.58,Card,18,2025-04-26,358,Inactive,3.0,2025-03-23,Delivered,Lahore,2024-01-22,2024-09-02
O6479,C2479,Fries,KFC,1,1261.54,Wallet,27,2025-02-18,296,Active,4.0,2025-08-20,Delivered,Peshawar,2024-01-22,2025-03-22
O6956,C2956,Sandwich,Burger King,3,456.26,Cash,32,2024-10-19,365,Active,,2025-03-05,Cancelled,Lahore,2024-01-22,2024-12-13
O6390,C2390,Pasta,Pizza Hut,4,1013.39,Card,28,2024-11-06,457,Active,,2024-11-08,Cancelled,Peshawar,2024-01-22,2023-09-06
O7951,C3951,Fries,Subway,5,1311.51,Wallet,27,2025-02-05,75,Active,,2025-04-13,Cancelled,Multan,2024-01-22,2024-09-03
O10263,C6263,Pasta,Pizza Hut,5,380.27,Cash,37,2024-08-25,445,Active,4.0,2025-04-26,Delayed,Multan,2024-01-22,2024-04-17
O10131,C6131,Pizza,Pizza Hut,1,1239.25,Card,23,2025-01-15,111,Inactive,,2025-01-30,Cancelled,Lahore,2024-01-22,2025-04-01
O9899,C5899,Pasta,KFC,2,1044.36,Cash,8,2025-01-03,144,Inactive,,2024-11-20,Cancelled,Karachi,2024-01-23,2024-09-02
O5995,C1995,Burger,McDonald's,3,465.92,Wallet,47,2024-12-10,248,Active,1.0,2024-08-29,Delayed,Karachi,2024-01-23,2025-02-11
O5255,C1255,Sandwich,Pizza Hut,5,1471.38,Cash,27,2025-05-13,200,Active,2.0,2025-01-21,Delayed,Multan,2024-01-23,2024-08-17
O8651,C4651,Pizza,KFC,4,429.31,Cash,10,2025-06-29,15,Inactive,4.0,2025-06-16,Delivered,Karachi,2024-01-23,2023-12-02
